QUEST_LV_0300_20150717_000054	Проверьте детекторы в местах, где вы еще не были, чтобы помочь Куполе Мейле безопасно увести души от Окаменевшего Мороза.	큐폴 메일레가 석화서리로부터 안전하게 영혼들을 인도할 수 있도록 이 지역의, 아직 가보지 않은 곳의 탐지기를 모두 점검 하세요.				
QUEST_LV_0300_20150717_000055	Вернуться к Куполе Мейле	큐폴 메일레에게 돌아가기				
QUEST_LV_0300_20150717_000056	Вы проверили все 4 детектора, кроме одного у входа. Теперь вернитесь к Куполе Мейле.	입구 쪽에 있던 탐지기를 제외한 4개의 탐지기를 모두 조사했습니다. 이제 큐폴 메일레에게 돌아가서 상황을 전해 주세요.				
QUEST_LV_0300_20150717_000057	Вам есть что сказать о повторной активации неисправного детектора. Снова поговорите с Куполе Мейле.	고장난 탐지기를 다시 작동 시키기 위해 전할 말이 있습니다. 큐폴 메일레와 다시 대화하세요.				
QUEST_LV_0300_20150717_000058	Встреча с гвардией Королевской армии Ретиа	왕국군 레티아 만나기				
QUEST_LV_0300_20150717_000059	Куполе сказал, что Королевская армия установила детекторы окаменения. Встретьтесь с гвардией Королевской армии Ретией на площади Веркти.	석화탐지기를 설치 한 것은 왕국군이라는 큐폴의 말에 따라 베르크티 광장의 왕국군 장교 레티아를 찾아가 봅시다.				
QUEST_LV_0300_20150717_000060	Поговорите с гвардией Королевской армии Ретией о неисправном детекторе в прибрежной крепости.	연안요새의 작동하지 않는 석화탐지기에 대해 왕국군 레티아와 대화를 더 나눠보세요.				
QUEST_LV_0300_20150717_000061	Найдите запчасть для детектора окаменения	석화 탐지기 부품 구하기				
QUEST_LV_0300_20150717_000062	Послушайте гвардию Королевской армии Ретию и найдите солдат, которые были отправлены в Прибрежную крепость. Если с ними что-то случилось, вам придется забрать деталь для детектора из их трупов. Также попробуйте поохотиться на монстров в этом районе.	왕국군 레티아의 말에 따라, 연안요새로 파견 나간 병사들을 찾아 봅시다. 혹시라도 그들이 사고를 당했다면 시신에서라도 부품을 얻어야 할 것입니다. 또는 그 주변의 몬스터들도 사냥 해 봅시다.				
QUEST_LV_0300_20150717_000063	Встреча с Куполе Мейле	큐폴 메일레 만나기				
QUEST_LV_0300_20150717_000064	К сожалению, солдаты Королевской армии не выжили, но вы смогли собрать все необходимые детали для детектора. А теперь иди и расскажи Куполе, что случилось, а потом иди ремонтируй детектор окаменения.	왕국군 병사들은 안타깝게도 변을 당했지만 부품들은 무사히 모두 구했습니다. 이제 석화탐지기를 수리하러 가기 전에 이 사실을 큐폴에게 알려 주세요.				
QUEST_LV_0300_20150717_000065	Перед тем как отправиться на ремонт детектора окаменения, поговорите с Куполе Мейле о ситуации.	석화 탐지기를 수리하러 가기 전에, 이런 상황에 대해 큐폴 메일레와 대화 해 봅시다.				
QUEST_LV_0300_20150717_000066	Отремонтировать детектор окаменения	석화 탐지기 수리				
QUEST_LV_0300_20150717_000067	Отремонтируйте первый неработавший детектор окаменения.	작동하지 않았던 첫 번째 석화 탐지기를 수리 하세요.				
QUEST_LV_0300_20150717_000068	Вы победили всех монстров, которые начали атаковать, когда вы пытались починить детектор окаменения. Теперь вы можете спокойно вернуться к ремонту детектора окаменения.	석화 탐지기를 수리 하려고 하자 달려 든 몬스터들을 모두 물리쳤습니다. 이제 안심하고 석화 탐지기를 수리 할 수 있을 것 같습니다.				
QUEST_LV_0300_20150717_000069	Отремонтировать третий детектор окаменения	세 번째 석화 탐지기 수리				
QUEST_LV_0300_20150717_000070	Теперь идите ремонтировать третий детектор окаменения.	이제 세 번째 석화 탐지기를 수리하러 가세요.				
QUEST_LV_0300_20150717_000071	Найдите крепежную веревку	고정할 끈 구하기				
QUEST_LV_0300_20150717_000072	Вам понадобится веревка, чтобы прикрепить деталь к детектору. Попробуйте поохотиться на монстров.	탐지기의 부품을 달고 잘 고정 시켜 줄 노끈이 필요 할 것 같습니다. 몬스터들로부터 구해 봅시다.				
QUEST_LV_0300_20150717_000073	Вы набрали достаточно шнурка, чтобы закрепить деталь. Теперь отремонтируйте третий детектор окаменения.	고정 할 끈을 모두 구했습니다. 이제 세 번째 석화 탐지기를  수리 하세요.				
QUEST_LV_0300_20150717_000074	Охотьтесь на монстров и собирайте% s	몬스터를 사냥하여 %s 구하기	QUEST_LV_0200_20150317_002484	Collect %s from monsters	몬스터에게서 %s 수집	
QUEST_LV_0300_20150717_000075	Охотьтесь на монстров и собирайте веревку	몬스터를 사냥하여 노끈 구하기				
QUEST_LV_0300_20150717_000076	Сообщите Куполе Мейле, что вы отремонтировали все детекторы окаменения.	석화 탐지기를 모두 수리했습니다. 이 사실을 큐폴 메일레에게 알려 주세요.				
QUEST_LV_0300_20150717_000077	Осмотрите загадочное устройство	수상한 장치 살펴 보기				
QUEST_LV_0300_20150717_000078	Когда вы приближаетесь к неизвестному устройству, вы чувствуете странное влечение к нему и не можете не приблизиться на дюйм. Что это может быть за устройство? Может, ты узнаешь, если попробуешь его потрогать?	알 수 없는 장치에 다가가면 무언가에 이끌리듯이 그 앞으로 이동하게 됩니다. 과연 이 장치는 무엇일까요. 만져 보면 알 수 있지 않을까요?				
QUEST_LV_0300_20150717_000079	Найдите Свитригайлу	쉬트리가일라 찾아 가기				
QUEST_LV_0300_20150717_000080	Вы начинаете чувствовать себя все слабее и слабее, как будто ваша душа высасывается из вашего тела. Найдите кого-нибудь, кто может помочь вам выйти из этой ситуации.	영혼이 빠져 나가고 있는 것인지, 점점 기운이 없어지는 것 같습니다. 이 상황을 풀어 줄 누군가를 찾아 보세요.				
QUEST_LV_0300_20150717_000081	Его единственное желание	바라는 것은 오직				
QUEST_LV_0300_20150717_000082	Поговорите со Свитригайлой	쉬트리가일라와 대화				
QUEST_LV_0300_20150717_000083	Похоже, вам придется послушать рассказ Свитригайлы.	아무래도 쉬트리가일라의 사연을 들어봐야 할 것 같습니다.				
QUEST_LV_0300_20150717_000084	Собирайте ядовитые сорняки	독초 구하기				
QUEST_LV_0300_20150717_000085	Свитригайла говорит вам, что, как Носитель откровений, неплохо было бы помочь ему покончить с собой, и просит вас собрать для него ядовитые травы.	쉬트리가일라는 계시자로서 자신의 죽음에 도움을 주는 것도 나쁘지 않을 것이라면서 독초를 구해다 달라고 하고 있습니다. 그가 말한 곳으로 가서 독초를 구해 오세요.				
QUEST_LV_0300_20150717_000086	Дайте Свитригайле ядовитые травы	쉬트리가일라에게 독초 갖다 주기				
QUEST_LV_0300_20150717_000087	Вы собрали все ядовитые травы, которые просила вас получить Свитригайла. Теперь вернитесь к Свитригайле и отдайте ему собранные вами ядовитые травы.	쉬트리가일라가 말한 독초를 모두 구한 것 같습니다. 이제 돌아가 이 독초들을 쉬트리가일레에게 전해 주세요.				
QUEST_LV_0300_20150717_000088	Поговорите с Мастером-клириком, чтобы получить святую воду, которая нужна Свитригайле.	쉬트리가일라에게 필요한 성수를 얻기 위해 클레릭 마스터와 대화 하세요.				
QUEST_LV_0300_20150717_000089	Вернуться к Свитригайле	쉬트리가일라에게 돌아가기				
QUEST_LV_0300_20150717_000090	Клирик Мастер упорно не ваш запрос. Это неудачно. Так или иначе, иди и расскажи Свитригайле, что случилось.	클레릭 마스터는 완강하게 거절 했습니다. 아쉽지만 어쨌든 이 사실을 쉬트리가일라에게 전해 주세요.				
QUEST_LV_0300_20150717_000091	Вы дали Свитригайле ядовитые травы, и, похоже, он их съел, но вы не видите в нем никаких изменений. Попробуйте поговорить с ним еще раз.	쉬트리가일라에게 독초를 건네주었고, 그가 그 독초를 먹는 것 같았지만 효과는 보이지 않습니다. 다시 그에게 말을 걸어 보세요.				
QUEST_LV_0300_20150717_000092	Поскольку на Свитригайлу не оказывалось никакого воздействия, когда он ел ядовитые травы, должно быть, ему нужно сначала смешать их со святой водой, а затем съесть, чтобы получить желаемый результат. Найдите Мастера клирика и возьмите у него святую воду.	독초를 먹어도 효과가 없자, 아무래도 독초를 성수에 섞어 먹으면 쉬트리가일라가 바라는 바를 이룰 수 있을 것 같습니다. 클레릭 마스터를 찾아 가 성수를 얻어 오세요.				
QUEST_LV_0300_20150717_000093	Уничтожьте Терминал	단말기 파괴				
QUEST_LV_0300_20150717_000094	Поговорите со Свитригайлой еще немного.	쉬트리가일라와 더 대화해 보세요.				
QUEST_LV_0300_20150717_000095	Уничтожьте терминал уплотнителя души	영혼 집약 단말기 파괴하기				
QUEST_LV_0300_20150717_000096	Чтобы помочь Свитригайле, вам нужно уничтожить Устройство уплотнения души. Вам нужно будет собрать некоторые инструменты, которые помогут вам заранее уничтожить терминал устройства уплотнения души, а затем его мэйнфрейм. Перво-наперво уничтожьте первый терминал.	쉬트리가일라를 도와주기 위해서는 일단 영혼 집약 장치를 파괴 해야 할 것 같습니다. 그 이전에 영혼 집약 장치의 단말기를 차례로 파괴해서 영혼 집약 장치 본체를 파괴할 도구의 재료를 구해야 한다고 합니다. 먼저 첫 번째 단말기를 파괴 하세요.				
QUEST_LV_0300_20150717_000097	Информировать Свитригайла	쉬트리가일라에게 알려 주기				
QUEST_LV_0300_20150717_000098	Вы уничтожили терминал. И вы успешно получили Terminal Core. Отдайте ядро ​​Свитригайле.	단말기를 파괴 했습니다. 또한 단말기의 핵도 무사히 구했습니다. 이 핵을 쉬트리가일라에게 전해 주세요.				
QUEST_LV_0300_20150717_000099	Уничтожьте Терминал и заберите его ядро	단말기를 파괴하고 핵 구하기				
QUEST_LV_0300_20150717_000100	Спросите у Свитригайла, как разрушить терминал в следующей области.	두 번째 지역의 단말기를 파괴 하기 위해서는 어떻게 해야 하는지 쉬트리가일라와 이야기 해 보세요.				
QUEST_LV_0300_20150717_000101	Соскребите и соберите частицы окаменения	석화물 가루 긁어 모으기				
QUEST_LV_0300_20150717_000102	По словам Свитригайлы, вам нужно усилить силу взрывчатого порошка, чтобы уничтожить следующий терминал, и для этого вам нужно соскрести и собрать частицы с окаменевших объектов в этой области.	쉬트리가일라의 말에 따라, 단말기를 파괴 하기 위한 폭약가루의 효과 증폭을 위한 재료로 그 일대의 석화물에서 석화가루를 긁어 모아 봅시다.				
QUEST_LV_0300_20150717_000103	Взорвать Терминал	단말기 폭파하기				
QUEST_LV_0300_20150717_000104	Используйте взрывчатый порошок, который дал вам Свитригайла, и собранные вами частицы окаменения, чтобы взорвать второй терминал.	쉬트리가일라가 준 폭약가루와 채취한 석화물 가루로 두 번째 단말기를 폭파 시키세요.				
QUEST_LV_0300_20150717_000105	Спросите Свитригайла, что вам нужно сделать, чтобы уничтожить следующий терминал.	다음 단말기를 파괴 하기 위해 어떻게 해야 하는지 쉬트리가일라와 대화해 보세요.				
QUEST_LV_0300_20150717_000106	Уничтожьте Терминал	단말기 파괴 하기				
QUEST_LV_0300_20150717_000107	Свитригайла говорит, что третий терминал выйдет из строя, если к нему что-нибудь подойдет. Возьмите ядро ​​у окаменевших монстров поблизости и бросьте его в терминал, чтобы уничтожить.	쉬트리가일라의 말 대로 세 번째 단말기에 접근하면 넉다운 됩니다. 세 번째 단말기 근처의 석화 된 몬스터로부터 코어를 구해 단말기를 향해 던져서 단말기를 파괴 하세요.				
QUEST_LV_0300_20150717_000108	И вечный покой	그리고 영원한 안식				
QUEST_LV_0300_20150717_000109	Теперь, когда вы избавились от всех терминалов, возвращайтесь в Свитригайлу.	단말기들을 모두 없앴으니, 이제 쉬트리가일라에게 돌아가 보세요.				
QUEST_LV_0300_20150717_000110	Найдите материалы для создания волшебной сферы	마법 오브의 재료 구하기				
QUEST_LV_0300_20150717_000111	Свитригайла дала вам руководство по созданию волшебной сферы, которая может освободить захваченные души из Уплотнителя душ. Соберите необходимые материалы для крафта, которые Свитригайла не смогла получить от монстров, а затем используйте руководство для создания Сферы Свитригайлы.	쉬트리가일라로부터 영혼 집약 장치에서 영혼을 모두 빠져 나가게 할 오브를 만들 수 있는 제작서를 받았습니다. 쉬트리가일라가 미쳐 구하지 못한 재료를 몬스터로부터 구한 뒤 제작서를 사용하여 쉬트드가일라의 마법 오브를 만들어 보세요.				
QUEST_LV_0300_20150717_000112	Уничтожьте Уплотнитель Душ	영혼 집약 장치 파괴하러 가기				
QUEST_LV_0300_20150717_000113	Вы создали Сферу Свитригайлы. Теперь отнесите шар к Уплотнителю душ.	쉬트리가일라의 마법 오브를 만들었습니다. 이제 오브를 영혼 집약 장치에 가져가세요.				
QUEST_LV_0300_20150717_000114	Уничтожьте Уплотнитель Душ	영혼 집약 장치 파괴				
QUEST_LV_0300_20150717_000115	Уничтожьте Уплотнитель Душ с помощью Сферы Свитригайлы.	쉬트리가일라의 오브를 가지고, 영혼 집약 장치를 파괴 하세요.				
QUEST_LV_0300_20150717_000116	После того, как вы поместили Сферу Свитригайлы, монстры начали свирепствовать и устремляться к вам!{nl}Сражайтесь с монстрами!	쉬트리가일라의 오브를 설치 했더니, 엄청난 반응을 일으키면서 몬스터들이 몰려들었습니다! 몬스터들을 물리치세요!				
QUEST_LV_0300_20150717_000117	Уплотнитель души был уничтожен. Теперь вернемся к Свитригайле.	영혼 집약 장치가 파괴되었습니다. 이제 쉬트리가일라에게 돌아가 보세요.				
QUEST_LV_0300_20150717_000118	Прощайся со Свитригайлой в последний раз	쉬트리가일라와 마지막 인사 하기				
QUEST_LV_0300_20150717_000119	Похоже, пора исполнить желание Свитригайлы.	쉬트리가일라의 소원을 들어 줄  시간인 것 같습니다.				
QUEST_LV_0300_20150729_000120	Если ты поможешь мне умереть, я избавлю тебя от этого проклятия.	나의 죽음에 협조하면 그 저주를 풀어 주겠다.				쉬트리가일라
QUEST_LV_0300_20150729_000121	Кого волнует, что происходит с этим телом, от которого я не могу двинуться или даже сбежать.{nl}Я просто хочу немного отдохнуть.	움직이지도, 떠나지도 못하는 몸 따위 어찌 된 들 무슨 상관인가.{nl}그냥 좀 쉬고 싶을 뿐.				쉬트리가일라
QUEST_LV_0300_20150729_000122	Вам просто нужно собрать ядовитые сорняки в области над нами.	저 위쪽의 독초를 구해 오면 된다.				쉬트리가일라
QUEST_LV_0300_20150729_000123	Этот район известен своей Голубой погибелью…	이 곳의 풀은 맹독으로 유명하지..				쉬트리가일라
QUEST_LV_0300_20150729_000124	Спасибо. Дай мне попробовать съесть их по одному…	고맙네. 하나씩 먹어볼까..				쉬트리가일라
QUEST_LV_0300_20150729_000125	Как я и боялся… Я все еще здесь.{nl}Я слышал, что у Мастера-клирика есть святая вода, которая, смешанная с Bluebane,{nl}может легко убить любого демона.	예상대로.. 그대로군.{nl}클레릭마스터가 들고 있다는 성수에 섞어 먹으면 마족의 몸은 쉽게 죽을 수 있지 않을까.				쉬트리가일라
QUEST_LV_0300_20150729_000126	Мастер клирик!{nl}Иди к нему и принеси святой воды.	클레릭 마스터!{nl}그에게로 가서 성수를 얻어와 주게.				쉬트리가일라
QUEST_LV_0300_20150729_000127	Удачного путешествия в Клайпеду.	클라페다까지 무사하길.				쉬트리가일라
QUEST_LV_0300_20150729_000128	...?{nl}Хранитель душ района Дингофасил?{nl}Разве он не демон?	..?{nl}딩고파실 지구의 영혼 관리자?{nl}그 자는 마족 아닙니까?				
QUEST_LV_0300_20150729_000129	Вы помогаете демону?{nl}Я не буду вмешиваться в ваши личные дела, но как мастер, служащий богине,{nl}я не могу вмешиваться в это. Пожалуйста, покиньте это место.	계시자님이 마족의 일을 돕고 있다구요?{nl}개인적인 일들이야 관여하지 않겠습니다만, 여신을 섬기는 마스터로서 그 일에 협조할 수는 없습니다. 돌아가 주십시오.				
QUEST_LV_0300_20150729_000130	Я никогда не стану заниматься демонической работой.	마족의 일에는 앞으로도 협조하지 않을 것입니다.				클레릭 마스터
QUEST_LV_0300_20150729_000131	Понятно… Я должен был ожидать этого…{nl}Я был глуп, надеясь на обратное.	과연.. 그러했군..{nl}괜한 기대를 한 것인가.				쉬트리가일라
QUEST_LV_0300_20150729_000132	Если дело дойдет до этого, думаю, мне придется попробовать этот метод сейчас.{nl}Уничтожение Компактора Душ, который здесь… Существа, которые послали меня сюда, сказали мне.{nl}Уплотнитель Душ и я - одно целое и тот же самый. Почему я не вспомнил об этом до сих пор?	이렇게 되면 이제는 그 방법을 시도 해 봐야겠는걸.{nl}이 곳에 있는 영혼 집약기를 파괴 하는 것..{nl}나를 여기 보낸 이들이 말했지.{nl}나와 영혼 집약기는 하나라고. 왜 그 말을 지금껏 잊고 있었을까.				
QUEST_LV_0300_20150729_000133	Где-то в этой области находится Уплотнитель душ, который поглощает человеческие души.{nl}Он конденсирует их энергию и использует ее.{nl}Это действительно подходящее место для Уплотнителя душ, потому что,{nl}даже после того, как пролетел Окаменелый мороз, здесь до сих пор кипит активность{н-л}рыцарей Калисса, грабителей могил и солдат Королевской армии.	이 곳 어딘가에 있는 영혼집약기는 인간의 영혼을 흡수하는 장치라네.{nl}그 에너지를 어딘가에 모아서 사용하고 있지.{nl}이렇게 석화서리가 불어오고 난 뒤에도 칼리스 기사단과 도굴꾼들, 왕국군이 활동하는 이 곳은 영혼 집약기가 있기에는 정말 적당한 장소겠지..				마족 쉬트리가일라
QUEST_LV_0300_20150729_000134	{nl}{nl}Если подумать, существа, которые послали меня сюда, должно быть, связали мою жизнь с Уплотнителем душ, чтобы я мог собирать для них души навсегда. Так что, если Уплотнитель Душ будет уничтожен, я не умру вместе с ним?	{nl}{nl}생각해 보면 나를 이 곳에 보낸 이들은 그렇게 영원히 영혼을 모으기 위해 나를 영혼집약기와 생명으로 연결해 놓은 것이 아닐까. 영혼 집약기가 파괴 되면 나도 죽을 수 있지 않을까.				마족 쉬트리가일라
QUEST_LV_0300_20150729_000135	У Уплотнителя Душ есть 3 терминала, из которых он поглощает души.{nl}То плохое предчувствие, которое у вас было раньше, было также терминалом, пытающимся поглотить вашу душу.{nl}А пока попробуйте уничтожить эти терминалы.	영혼 집약기는 3개의 단말기로부터도 영혼을 흡수하지.{nl}조금 전의 네가 느꼈던 그 나쁜 기운도 단말기가 영혼을 흡수하는 과정이었어.{nl}일단 그 단말기들을 차례로 없애 보도록 하세.				
QUEST_LV_0300_20150729_000136	{nl}Если вам удастся уничтожить терминал, вы сможете получить его ядро.{nl}Вам нужно собрать эти ядра, чтобы создать сферу, которая поможет вам уничтожить Уплотнитель души.	{nl}파괴하는데 성공하면 단말기의 핵을 구할 수 있을거야.{nl}그 핵을 모아서 집약기의 파괴를 도와 줄 오브를 만들어야지.				
QUEST_LV_0300_20150729_000137	Молодец. Это ядро ​​будет использоваться для создания шара, который перегрузит мэйнфрейм Уплотнителя души.{nl}Теперь я чувствую приближение моей смерти.	잘 했군. 이 핵은 영혼 집약기 본체의 과부하를 일으킬 오브의 재료가 될 거야.{nl}이제 점점 죽음이 다가온다.				쉬트리가일라
QUEST_LV_0300_20150729_000138	Попробуйте взорвать второй терминал.{nl}Вот, я дам вам взрывчатку, но вам нужно соскрести некоторые частицы с окаменевших{nl}объектов в этой области, чтобы усилить силу взрывчатки.{nl}Так как здесь часто дует Окаменелый мороз, повсюду много окаменелых объектов{nl}.	두 번째 단말기는 터뜨려 보도록 하게.{nl}여기 내가 폭약을 줄 테니, 이 폭약의 효과를 증폭시키도록 그 지역에서 석화물가루를 긁어가 봐.{nl}석화서리가 수시로 불어오는 지역 답게 석화물은 어디에나 있어.				
QUEST_LV_0300_20150729_000139	Опять же, вам нужно также получить ядро ​​из этого терминала.	역시 이번에도 단말기의 핵을 구해 와야 해.				
